"","tp_tid","ra_tid","taibnet_namecode","uuid","rank","class","class_c","order","order_c","family","family_c","genus","genus_c","name","name_c","is_endemic","is_alien","is_protected"
"2569",382843,382843,382843,"af20f0c9-afd5-41f0-b04b-62c992a118ef","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Minous","虎?屬","Minous monodactylus","單指虎?","","",""
"2570",382844,382844,382844,"e26cece2-6e2f-4e3f-847e-eb38d2e7eb53","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Minous","虎?屬","Minous pictus","斑翅虎?","","",""
"2571",382845,382845,382845,"e35641f2-2c59-4187-9bae-439917b326ed","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Minous","虎?屬","Minous pusillus","細鰭虎?","","",""
"2572",382846,382846,382846,"7e85febb-96ee-44ae-8a9e-97f1e6515245","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Minous","虎?屬","Minous quincarinatus","五脊虎?","","",""
"2573",382847,382847,382847,"a97b245f-ef3b-4ac1-add1-8f744629972f","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Minous","虎?屬","Minous trachycephalus","粗首虎?","","",""
"2574",382848,382848,382848,"5ce56ecb-d98a-4636-a2f8-12a7344aaa06","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Neomerinthe","新棘?屬","Neomerinthe megalepis","大鱗新棘?","","",""
"2575",382849,382849,382849,"79de286b-5d59-457f-8b79-8ff6fc4e10c6","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Neomerinthe","新棘?屬","Neomerinthe procurva","曲背新棘?","","",""
"2576",382850,382850,382850,"522db6dc-7ba3-4bfd-bff8-6cd036111a7d","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Neomerinthe","新棘?屬","Neomerinthe rotunda","鈍吻新棘?","","",""
"2577",382851,382851,382851,"76fe2224-fb72-49b9-ac54-c16d0d0dd4e5","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Neosebastes","新平?屬","Neosebastes entaxis","長鰭新平?","","",""
"2578",382852,382852,382852,"798bf694-2dd0-4925-a1e6-d481071ae777","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Ocosia","線?屬","Ocosia fasciata","條紋線?","","",""
"2579",382853,382853,382853,"299a51cd-9953-4061-97ba-d9e3c2e71ad8","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Ocosia","線?屬","Ocosia spinosa","棘線?","Y","",""
"2580",382854,382854,382854,"f81ac2b6-0785-447d-9d2b-a6e6e8a056a4","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Parapterois","擬蓑?屬","Parapterois heterura","異尾擬蓑?","","",""
"2581",382855,382855,382855,"f44ba63b-dbc3-4e0b-8f17-fa4ef161e762","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Parascorpaena","圓鱗?屬","Parascorpaena mcadamsi","斑鰭圓鱗?","","",""
"2582",382856,382856,382856,"61412640-4839-4fae-9504-fce202594465","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Parascorpaena","圓鱗?屬","Parascorpaena mossambica","莫三比克圓鱗?","","",""
"2583",382857,382857,382857,"b4f41769-4eae-4108-aa3d-4b144a14a559","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Parascorpaena","圓鱗?屬","Parascorpaena picta","花彩圓鱗?","","",""
"2584",382858,382858,382858,"f173dbf9-5da7-4fa4-a363-1bfb50e7e4cd","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Phenacoscorpius","偽大眼?屬","Phenacoscorpius megalops","菲律賓偽大眼?","","",""
"2585",382859,382859,382859,"a0c919de-5dc3-4265-a7e0-f47d06d1fa05","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Plectrogenium","平頭?屬","Plectrogenium nanum","太平洋平頭?","","",""
"2586",382860,382860,382860,"e39ed9e9-ab43-4173-8a7f-cc8b8ba7d7be","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Pontinus","海?屬","Pontinus tentacularis","觸手冠海?","","",""
"2587",382861,382861,382861,"fc82418d-7cc5-450f-ab88-878544aa9c3c","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Pteroidichthys","狹蓑?屬","Pteroidichthys amboinensis","安邦狹蓑?","","",""
"2588",382862,382862,382862,"0233dc43-b5d4-48c1-b6da-4e51639f0a21","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Pterois","蓑?屬","Pterois antennata","觸角蓑?","","",""
"2589",382863,382863,382863,"df890df7-e268-4645-b2cb-8386c5a3f983","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Pterois","蓑?屬","Pterois lunulata","環紋蓑?","","",""
"2590",382865,382865,382865,"d4cab5bd-bf57-4cc1-b122-70430eb6def0","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Pterois","蓑?屬","Pterois radiata","輻紋蓑?","","",""
"2591",382866,382866,382866,"d2c5d2e2-88fc-4f0c-aca1-f8083f17ca76","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Pterois","蓑?屬","Pterois russelii","勒氏蓑?","","",""
"2592",382867,382867,382867,"1c179f4d-222c-4d19-a88b-d70ba27505de","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Pterois","蓑?屬","Pterois volitans","魔鬼簑?","","",""
"2593",382868,382868,382868,"148c53cc-516d-4939-bb5a-b6a55947fd2d","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Rhinopias","吻?屬","Rhinopias frondosa","前鰭吻?","","",""
"2594",382869,382869,382869,"55fa67c4-273d-4118-8bdf-c967ca649119","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaena","?屬","Scorpaena hatizyoensis","冠棘?","","",""
"2595",382870,382870,382870,"775bc755-bd87-4742-a61e-53a8abe4e81b","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaena","?屬","Scorpaena izensis","伊豆?","","",""
"2596",382871,382871,382871,"531928cc-3bb1-432c-a1ac-7e08868bc9ad","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaena","?屬","Scorpaena miostoma","小口?","","",""
"2597",382872,382872,382872,"74ee778b-67f3-4042-91e5-f0b40c5a2be2","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaena","?屬","Scorpaena neglecta","斑鰭?","","",""
"2598",382873,382873,382873,"240cc0c1-a016-4543-99a5-123a491408ce","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaena","?屬","Scorpaena onaria","後頜?","","",""
"2599",382874,382874,382874,"77beb751-6925-40b1-911a-4f30a98abdc1","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenodes","小?屬","Scorpaenodes guamensis","關島小?","","",""
"2600",382875,382875,382875,"84f5cc33-81ba-4559-be9d-ca3a2eff4a5e","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenodes","小?屬","Scorpaenodes hirsutus","少鱗小?","","",""
"2601",382876,382876,382876,"3eb5a386-0af3-4411-97eb-eff75541d381","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenodes","小?屬","Scorpaenodes kelloggi","克氏小?","","",""
"2602",382877,382877,382877,"54082dd9-e941-41c1-af52-51cd89362d95","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenodes","小?屬","Scorpaenodes evides","淺海小?","","",""
"2603",382878,382878,382878,"44da3b76-fa1b-42f2-8b11-044e709d5eb5","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenodes","小?屬","Scorpaenodes minor","正小?","","",""
"2604",382879,382879,382879,"eca3deb7-319d-421d-82ef-55f92831ec46","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenodes","小?屬","Scorpaenodes parvipinnis","短翅小?","","",""
"2605",382880,382880,382880,"442788ed-3959-40b0-8960-d59767aa71ee","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenodes","小?屬","Scorpaenodes varipinnis","花翅小?","","",""
"2606",382881,382881,382881,"c9146a7e-bbfd-4ae3-8f8a-6c7aa2225c5f","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenopsis","擬?屬","Scorpaenopsis cirrosa","鬚擬?","","",""
"2607",382882,382882,382882,"5322a36f-2d54-400f-8d21-fb2482597b04","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenopsis","擬?屬","Scorpaenopsis diabolus","毒擬?","","",""
"2608",382883,382883,382883,"ac5881f1-1f05-4b38-95df-ee8349172a30","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenopsis","擬?屬","Scorpaenopsis neglecta","魔擬?","","",""
"2609",382884,382884,382884,"92dc844e-409f-4f8c-aaac-90a063b32e76","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenopsis","擬?屬","Scorpaenopsis oxycephala","尖頭擬?","","",""
"2610",382885,382885,382885,"52910a81-ca01-48c6-830e-a5c840058b68","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenopsis","擬?屬","Scorpaenopsis possi","波氏擬?","","",""
"2611",382886,382886,382886,"df0a1211-6791-48cf-803f-d9ee538570bc","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenopsis","擬?屬","Scorpaenopsis ramaraoi","拉氏擬?","","",""
"2612",382888,382888,382888,"f9005471-80fb-48b3-be36-880c1dc4e2c7","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Sebastapistes","鱗頭?屬","Sebastapistes cyanostigma","黃斑鱗頭?","","",""
"2613",382889,382889,382889,"5da0cd7e-8d37-4d43-9b8c-15711c397fd6","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Sebastapistes","鱗頭?屬","Sebastapistes strongia","眉鬚鱗頭?","","",""
"2614",382890,382890,382890,"c7660bdc-aeb7-43b5-8d61-f94af387ceb1","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Sebastiscus","石狗公屬","Sebastiscus albofasciatus","白條紋石狗公","","",""
"2615",382891,382891,382891,"de89ca9d-dfce-40e8-978f-51dc5586ab4a","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Sebastiscus","石狗公屬","Sebastiscus marmoratus","石狗公","","",""
"2616",382892,382892,382892,"315ca31a-62e6-47db-a972-670acf733e50","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Sebastiscus","石狗公屬","Sebastiscus tertius","三色石狗公","","",""
"2617",382893,382893,382893,"fb16b09b-9653-4c28-b90a-0a4afbab6bc8","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Setarches","囊頭?屬","Setarches longimanus","長臂囊頭?","","",""
"2618",382894,382894,382894,"099437ed-0e63-40c6-84c4-843e8907e670","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Snyderina","斯氏前鰭?屬","Snyderina yamanokami","大眼斯氏前鰭?","","",""
"2619",382895,382895,382895,"05fb3658-225a-4f50-b478-a5aa3d2cc25f","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Synanceia","毒?屬","Synanceia verrucosa","玫瑰毒?","","",""
"2620",382896,382896,382896,"99fcc207-fc90-4829-b654-d7e4b582118a","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Taenianotus","帶?屬","Taenianotus triacanthus","三棘帶?","","",""
"2621",382897,382897,382897,"b110882c-ec87-4a71-9025-6ce8cab8f54d","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Scorpaenodes","小?屬","Scorpaenodes crossotus","皮鬚小?","","",""
"2622",382898,382898,382898,"c2ee63d9-7250-4cc1-b6a0-517171258cf7","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Scorpaenidae","?科","Trachicephalus","粗頭?屬","Trachicephalus uranoscopus","瞻星粗頭?","","",""
"2623",382899,382899,382899,"1eb951aa-c9f9-4f51-a19d-6192d52d57a0","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Chelidonichthys","黑角魚屬","Chelidonichthys kumu","黑角魚","","",""
"2624",382900,382900,382900,"ff1877af-96e3-43aa-887f-4c8a0adb1d0b","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Peristediidae","黃魴?科","Gargariscus","波面黃魴?屬","Gargariscus prionocephalus","波面黃魴?","","",""
"2625",382901,382901,382901,"990ddd6c-bd2c-407e-a4da-a00b34226a51","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Lepidotrigla","鱗角魚屬","Lepidotrigla abyssalis","深海鱗角魚","","",""
"2626",382902,382902,382902,"ee1e1b72-70c2-423c-94d1-c1c031996be5","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Lepidotrigla","鱗角魚屬","Lepidotrigla alata","翼鱗角魚","","",""
"2627",382903,382903,382903,"53138047-e925-4a7d-a15e-01f61a7c075a","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Lepidotrigla","鱗角魚屬","Lepidotrigla guentheri","貢氏鱗角魚","","",""
"2628",382904,382904,382904,"157d3e58-89a8-4b5e-b71a-c85b3d4f18ff","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Lepidotrigla","鱗角魚屬","Lepidotrigla hime","姬鱗角魚","","",""
"2629",382905,382905,382905,"8063eeb5-0ab2-46dd-a175-f19894d40ba1","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Lepidotrigla","鱗角魚屬","Lepidotrigla japonica","日本鱗角魚","","",""
"2630",382906,382906,382906,"e4780165-bf25-46d9-bfec-5f139e5d979f","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Lepidotrigla","鱗角魚屬","Lepidotrigla kanagashira","尖鰭鱗角魚","","",""
"2631",382907,382907,382907,"56ebd039-3325-4aa4-b45a-5a7fd5d1be23","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Lepidotrigla","鱗角魚屬","Lepidotrigla kishinouyi","岸上氏鱗角魚","","",""
"2632",382908,382908,382908,"4977da44-8bf5-4c2d-a339-917711f2d5a6","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Lepidotrigla","鱗角魚屬","Lepidotrigla punctipectoralis","臂斑鱗角魚","","",""
"2633",382909,382909,382909,"a92ba2e3-4f59-499d-90d0-636268a5f4e3","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Peristediidae","黃魴?科","Peristedion","黃魴?屬","Peristedion nierstraszi","黑帶黃魴?","","",""
"2634",382910,382910,382910,"88f87189-9562-402e-9449-00fc11668f27","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Peristediidae","黃魴?科","Peristedion","黃魴?屬","Peristedion orientale","東方黃魴?","","",""
"2635",382911,382911,382911,"2c09eb93-fd12-490c-a240-7fe9578c5288","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Pterygotrigla","棘角魚屬","Pterygotrigla hemisticta","尖棘角魚","","",""
"2636",382912,382912,382912,"cf69d0b3-095e-470d-93e6-4b0b7ad186d4","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Pterygotrigla","棘角魚屬","Pterygotrigla macrorhynchus","長吻棘角魚","","",""
"2637",382913,382913,382913,"80fd62c9-49e7-456a-adb7-fc794589b591","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Pterygotrigla","棘角魚屬","Pterygotrigla multiocellata","多斑棘角魚","","",""
"2638",382914,382914,382914,"645d75f8-bfe8-4cfd-82a9-e61bb36f60aa","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Triglidae","角魚科","Pterygotrigla","棘角魚屬","Pterygotrigla ryukyuensis","琉球棘角魚","","",""
"2639",382915,382915,382915,"1d853f99-e234-4b48-aa98-d58a983573aa","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Peristediidae","黃魴?科","Scalicus","","Scalicus amiscus","鬚紅魴?","","",""
"2640",382916,382916,382916,"21c7fb67-f89f-4406-9949-aeaca37aff54","species","Actinopterygii","條鰭魚綱","Scorpaeniformes","?形目","Peristediidae","黃魴?科","Satyrichthys","紅魴?屬","Satyrichthys rieffeli","瑞氏紅魴?","","",""
"2641",382917,382917,382917,"895740ab-889c-498d-9e7e-61a09f69635a","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Amblycipitidae","鈍頭鮠科","Liobagrus","屬","Liobagrus formosanus","臺灣","Y","","Y"
"2642",382918,382918,382918,"872a8c0a-7ed1-453e-824a-10f6bd6f91a2","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Ariidae","海鯰科","Arius","海鯰屬","Arius maculatus","斑海鯰","","",""
"2643",382919,382919,382919,"40bc199c-8c45-44e8-8d2c-c6680c62144f","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Ariidae","海鯰科","Plicofollis","褶囊海鯰屬","Plicofollis nella","內爾褶囊海鯰","","",""
"2644",382920,382920,382920,"de62ba00-45d5-4fd2-a762-463fd5818916","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Ariidae","海鯰科","Netuma","多齒海鯰屬","Netuma thalassina","大頭多齒海鯰","","",""
"2645",382921,382921,382921,"0df8aedc-80ea-41e6-b916-a30a509aae5e","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Bagridae","鱨科","Tachysurus","","Tachysurus adiposalis","長脂擬鱨","","",""
"2646",382922,382922,382922,"47209c5b-48df-4c34-a6c7-44dc39ebc210","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Bagridae","鱨科","Tachysurus","","Tachysurus brevianalis","短臀瘋鱨","","",""
"2647",382924,382924,382924,"d76ab051-1d91-4287-8b8e-2bc5a10e6648","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Clariidae","鬍鯰科","Clarias","鬍鯰屬","Clarias fuscus","鬍鯰","","",""
"2648",382925,382925,382925,"9c6426ce-49bf-4a4c-a4e4-21d339342b88","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Plotosidae","鰻鯰科","Plotosus","鰻鯰屬","Plotosus lineatus","線紋鰻鯰","","",""
"2649",382926,382926,382926,"fa5000e5-2ad6-4315-9d5a-0f3b004749c0","species","Actinopterygii","條鰭魚綱","Siluriformes","鯰形目","Siluridae","鯰科","Silurus","鯰屬","Silurus asotus","鯰","","",""
"2650",382927,382927,382927,"0ce773e1-acec-4d70-be90-1002a247bd92","species","Actinopterygii","條鰭魚綱","Stephanoberyciformes","奇金眼鯛目","Barbourisiidae","鬚仿鯨科","Barbourisia","鬚仿鯨屬","Barbourisia rufa","紅鬚仿鯨","","",""
"2651",382928,382928,382928,"e519d546-9caa-4aa8-af17-2de43c0585dc","species","Actinopterygii","條鰭魚綱","Stephanoberyciformes","奇金眼鯛目","Cetomimidae","仿鯨魚科","Cetostoma","擬鯨口魚屬","Cetostoma regani","雷根氏擬鯨口魚","","",""
"2652",382929,382929,382929,"6a0aadbf-fe98-43fa-bd73-f3b8ab4e1318","species","Actinopterygii","條鰭魚綱","Stephanoberyciformes","奇金眼鯛目","Melamphaidae","孔頭鯛科","Poromitra","犀孔鯛屬","Poromitra crassiceps","厚頭犀孔鯛","","",""
"2653",382930,382930,382930,"676e1ba5-8e25-4598-94cb-4a6405ba63f2","species","Actinopterygii","條鰭魚綱","Stephanoberyciformes","奇金眼鯛目","Melamphaidae","孔頭鯛科","Poromitra","犀孔鯛屬","Poromitra oscitans","小眼犀孔鯛","","",""
"2654",382931,382931,382931,"b08883ef-6e15-42ff-8c93-32b268f21aba","species","Actinopterygii","條鰭魚綱","Stephanoberyciformes","奇金眼鯛目","Rondeletiidae","紅口仿鯨科","Rondeletia","紅口仿鯨屬","Rondeletia loricata","網肩紅口仿鯨","","",""
"2655",382932,382932,382932,"3c322b62-159a-44ca-a1d6-164e7ab5dac0","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Diplphidae","雙光魚科","Diplophos","雙光魚屬","Diplophos taenia","細雙光魚","","",""
"2656",382933,382933,382933,"d5c10a72-db30-405a-9d39-009d25880a1f","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Gonostomatidae","鑽光魚科","Sigmops","纖鑽光魚屬","Sigmops elongatus","長鑽光魚","","",""
"2657",382934,382934,382934,"77065c11-0423-483c-b99b-c65b037cb190","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Gonostomatidae","鑽光魚科","Sigmops","纖鑽光魚屬","Sigmops gracilis","纖鑽光魚","","",""
"2658",382935,382935,382935,"5fcfa7fd-fbb8-4018-8767-e301016e4062","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Diplphidae","雙光魚科","Triplophos","三鑽光魚屬","Triplophos hemingi","三鑽光魚","","",""
"2659",382937,382937,382937,"645303b0-d4de-4de3-ba21-9c1cfa6d902c","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Sternoptychidae","褶胸魚科","Argyropelecus","銀斧魚屬","Argyropelecus aculeatus","棘銀斧魚","","",""
"2660",382938,382938,382938,"93885abd-a678-4ced-9502-01308d1f44c1","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Sternoptychidae","褶胸魚科","Argyropelecus","銀斧魚屬","Argyropelecus affinis","長銀斧魚","","",""
"2661",382939,382939,382939,"2abd9686-e10a-42bb-b67e-c78cc51848ee","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Sternoptychidae","褶胸魚科","Argyropelecus","銀斧魚屬","Argyropelecus gigas","巨銀斧魚","","",""
"2662",382940,382940,382940,"48526662-d5c2-4301-b6ae-def2f0238870","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Sternoptychidae","褶胸魚科","Argyropelecus","銀斧魚屬","Argyropelecus hemigymnus","半裸銀斧魚","","",""
"2663",382942,382942,382942,"a6cfd7da-f8b6-4994-93bf-dda7ecc082fc","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Sternoptychidae","褶胸魚科","Polyipnus","燭光魚屬","Polyipnus danae","達納氏燭光魚","","",""
"2664",382944,382944,382944,"5791bc39-ca1a-44b2-9a1f-5275ee399659","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Sternoptychidae","褶胸魚科","Polyipnus","燭光魚屬","Polyipnus spinifer","頭棘燭光魚","","",""
"2665",382945,382945,382945,"237bb5bc-4d95-4394-842a-1c2ddcfce2ea","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Sternoptychidae","褶胸魚科","Polyipnus","燭光魚屬","Polyipnus stereope","閃電燭光魚","","",""
"2666",382946,382946,382946,"551e0e46-11f4-47bc-8392-9d897ad48de4","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Sternoptychidae","褶胸魚科","Polyipnus","燭光魚屬","Polyipnus triphanos","三燭光魚","","",""
"2667",382947,382947,382947,"a3be9e53-dbfc-40e4-9a8f-619013de8c00","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Sternoptychidae","褶胸魚科","Sternoptyx","褶胸魚屬","Sternoptyx diaphana","褶胸魚","","",""
"2668",382948,382948,382948,"95402382-034e-47a9-8335-ce13e3e22af0","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Sternoptychidae","褶胸魚科","Sternoptyx","褶胸魚屬","Sternoptyx obscura","暗色褶胸魚","","",""
"2669",382949,382949,382949,"292b8da5-ffc4-4672-8970-1bd20cab9255","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Sternoptychidae","褶胸魚科","Sternoptyx","褶胸魚屬","Sternoptyx pseudobscura","擬暗色褶胸魚","","",""
"2670",382950,382950,382950,"8fda221a-2b7b-47fa-b764-e787c1046154","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Sternoptychidae","褶胸魚科","Valenciennellus","叢光魚屬","Valenciennellus tripunctulatus","三斑叢光魚","","",""
"2671",382951,382951,382951,"2bc7ea18-7856-4307-9346-b53cc57806a9","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Stomiidae","巨口魚科","Astronesthes","星衫魚屬","Astronesthes chrysophekadion","金星衫魚","","",""
"2672",382952,382952,382952,"58cac1ca-3aff-410c-aedc-a066b83b81f6","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Stomiidae","巨口魚科","Astronesthes","星衫魚屬","Astronesthes lucifer","螢光星衫魚","","",""
"2673",382953,382953,382953,"11d94467-d156-41fd-a50c-f56f2f3a8d70","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Stomiidae","巨口魚科","Chauliodus","?魚屬","Chauliodus sloani","斯氏?魚","","",""
"2674",382954,382954,382954,"8b8c5d93-c49f-48e6-bda4-33bcde143fdf","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Stomiidae","巨口魚科","Idiacanthus","奇棘魚屬","Idiacanthus fasciola","奇棘魚","","",""
"2675",382955,382955,382955,"9bf9b43c-7a5b-43a6-9f6b-0af598232fef","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Stomiidae","巨口魚科","Photonectes","袋巨口魚屬","Photonectes albipennis","白鰭袋巨口魚","","",""
"2676",382956,382956,382956,"738f76f4-2d6d-44c5-a8cc-c32f6fee534d","species","Actinopterygii","條鰭魚綱","Stomiiformes","巨口魚目","Stomiidae","巨口魚科","Stomias","巨口魚屬","Stomias affinis","巨口魚","","",""
"2677",382957,382957,382957,"e28430a2-6add-4229-97ee-928730430945","species","Actinopterygii","條鰭魚綱","Synbranchiformes","合鰓魚目","Mastacembelidae","棘鰍科","Sinobdella","中華刺鰍屬","Sinobdella sinensis","中華刺鰍","","",""
"2678",382958,382958,382958,"eec79ade-5027-4d51-b5d4-b9b07d397c86","species","Actinopterygii","條鰭魚綱","Synbranchiformes","合鰓魚目","Synbranchidae","合鰓魚科","Monopterus","黃鱔屬","Monopterus albus","黃鱔","","",""
